Lambda \ best model info,data,0.00001,0.0001,0.001,0.01,0.1,1,100,1000
a=0.001,train (1)*,0.6064814814814815,0.6302083333333334,0.6151620370370371,0.6128472222222222,0.6244212962962963,0.6128472222222222,0.33622685185185186,0.33796296296296297
a=0.001,test (1)*,0.5859375,0.5442708333333334,0.5512152777777778,0.5711805555555556,0.5607638888888888,0.5703125,0.3289930555555556,0.3263888888888889
a=0.001,train (3)***,0.3385416666666667,0.33796296296296297,0.3414351851851852,0.3402777777777778,0.3402777777777778,0.33564814814814814,0.3431712962962963,0.34664351851851855
a=0.001,test (3)***,0.3255208333333333,0.3263888888888889,0.3541666666666667,0.3229166666666667,0.3229166666666667,0.3298611111111111,0.3185763888888889,0.3133680555555556
a=0.001,train (4)****,0.33796296296296297,0.3454861111111111,0.33969907407407407,0.33969907407407407,0.33796296296296297,0.33969907407407407,0.33738425925925924,0.33912037037037035
a=0.001,test (4)****,0.3263888888888889,0.3151041666666667,0.3237847222222222,0.3237847222222222,0.3263888888888889,0.3237847222222222,0.3272569444444444,0.3246527777777778
a=0.01,train (1)*,0.9994212962962963,0.9994212962962963,0.9994212962962963,1.0,0.9947916666666666,0.6186342592592593,0.3425925925925926,0.3402777777777778
a=0.01,test (1)*,0.7890625,0.7760416666666666,0.7951388888888888,0.8003472222222222,0.7717013888888888,0.5746527777777778,0.3194444444444444,0.3229166666666667
a=0.01,train (3)***,0.33796296296296297,0.33969907407407407,0.3443287037037037,0.3350694444444444,0.3460648148148148,0.3385416666666667,0.3333333333333333,0.3287037037037037
a=0.01,test (3)***,0.3263888888888889,0.3237847222222222,0.3168402777777778,0.3307291666666667,0.3142361111111111,0.3255208333333333,0.3333333333333333,0.3402777777777778
a=0.01,train (4)****,0.3402777777777778,0.33622685185185186,0.3472222222222222,0.3414351851851852,0.34837962962962965,0.33796296296296297,0.33449074074074076,0.3368055555555556
a=0.01,test (4)****,0.3229166666666667,0.3289930555555556,0.3125,0.3211805555555556,0.3107638888888889,0.3263888888888889,0.3315972222222222,0.328125
a=0.1,train (1)*,1.0,1.0,1.0,1.0,1.0,0.6221064814814815,0.3350694444444444,0.34837962962962965
a=0.1,test (1)*,0.7864583333333334,0.7621527777777778,0.7734375,0.7855902777777778,0.7977430555555556,0.5633680555555556,0.3307291666666667,0.3107638888888889
a=0.1,train (3)***,1.0,1.0,1.0,1.0,1.0,0.33622685185185186,0.33217592592592593,0.32523148148148145
a=0.1,test (3)***,0.7664930555555556,0.7890625,0.7526041666666666,0.7934027777777778,0.8090277777777778,0.3289930555555556,0.3350694444444444,0.3454861111111111
a=0.1,train (4)****,0.33796296296296297,0.33217592592592593,0.3246527777777778,0.3489583333333333,0.33217592592592593,0.3576388888888889,0.33217592592592593,0.33969907407407407
a=0.1,test (4)****,0.3263888888888889,0.3350694444444444,0.3463541666666667,0.3098958333333333,0.3350694444444444,0.296875,0.3350694444444444,0.3237847222222222
a=1.0,train (1)*,1.0,1.0,1.0,1.0,1.0,0.7974537037037037,0.3414351851851852,0.3287037037037037
a=1.0,test (1)*,0.7942708333333334,0.7881944444444444,0.7942708333333334,0.7994791666666666,0.8177083333333334,0.7178819444444444,0.3211805555555556,0.3272569444444444
a=1.0,train (3)***,0.33738425925925924,0.3292824074074074,0.3425925925925926,0.3315972222222222,0.9988425925925926,0.3333333333333333,0.33101851851851855,0.3304398148148148
a=1.0,test (3)***,0.3272569444444444,0.3394097222222222,0.3194444444444444,0.3359375,0.7526041666666666,0.3333333333333333,0.3368055555555556,0.3342013888888889
a=1.0,train (4)****,0.34953703703703703,0.33275462962962965,0.33217592592592593,0.33738425925925924,0.33217592592592593,0.33622685185185186,0.3263888888888889,0.3287037037037037
a=1.0,test (4)****,0.3090277777777778,0.3342013888888889,0.3350694444444444,0.3272569444444444,0.3350694444444444,0.3289930555555556,0.34375,0.3177083333333333
